year,state,state_po,state_fips,state_cen,state_ic,candidate,candidatevotes,totalvotes,party
1992,SOUTH CAROLINA,SC,45,57,48,"BUSH, GEORGE H.W.",577507,1228912,REPUBLICAN
1992,SOUTH CAROLINA,SC,45,57,48,"CLINTON, BILL",525514,1228912,DEMOCRAT
1992,SOUTH DAKOTA,SD,46,45,37,"BUSH, GEORGE H.W.",136718,336254,REPUBLICAN
1992,SOUTH DAKOTA,SD,46,45,37,"CLINTON, BILL",124888,336254,DEMOCRAT
1992,TENNESSEE,TN,47,62,54,"CLINTON, BILL",933521,1982638,DEMOCRAT
1992,TENNESSEE,TN,47,62,54,"BUSH, GEORGE H.W.",841300,1982638,REPUBLICAN
1992,TEXAS,TX,48,74,49,"BUSH, GEORGE H.W.",2496071,6154018,REPUBLICAN
1992,TEXAS,TX,48,74,49,"CLINTON, BILL",2281815,6154018,DEMOCRAT
1992,UTAH,UT,49,87,67,"BUSH, GEORGE H.W.",322632,743998,REPUBLICAN
1992,UTAH,UT,49,87,67,"CLINTON, BILL",183429,743998,DEMOCRAT
1992,VERMONT,VT,50,13,6,"CLINTON, BILL",133592,289701,DEMOCRAT
1992,VERMONT,VT,50,13,6,"BUSH, GEORGE H.W.",88122,289701,REPUBLICAN
1992,VIRGINIA,VA,51,54,40,"BUSH, GEORGE H.W.",1150517,2559129,REPUBLICAN
1992,VIRGINIA,VA,51,54,40,"CLINTON, BILL",1038650,2559129,DEMOCRAT
1992,WASHINGTON,WA,53,91,73,"CLINTON, BILL",993037,2287565,DEMOCRAT
1992,WASHINGTON,WA,53,91,73,"BUSH, GEORGE H.W.",731234,2287565,REPUBLICAN
1992,WEST VIRGINIA,WV,54,55,56,"CLINTON, BILL",331001,683677,DEMOCRAT
1992,WEST VIRGINIA,WV,54,55,56,"BUSH, GEORGE H.W.",241974,683677,REPUBLICAN
1992,WISCONSIN,WI,55,35,25,"CLINTON, BILL",1041066,2531064,DEMOCRAT
1992,WISCONSIN,WI,55,35,25,"BUSH, GEORGE H.W.",930855,2531064,REPUBLICAN
1992,WYOMING,WY,56,83,68,"BUSH, GEORGE H.W.",79347,199884,REPUBLICAN
1992,WYOMING,WY,56,83,68,"CLINTON, BILL",68160,199884,DEMOCRAT
1996,ALABAMA,AL,1,63,41,"DOLE, ROBERT",769044,1534349,REPUBLICAN
1996,ALABAMA,AL,1,63,41,"CLINTON, BILL",662165,1534349,DEMOCRAT
1996,ALASKA,AK,2,94,81,"DOLE, ROBERT",122746,241620,REPUBLICAN
1996,ALASKA,AK,2,94,81,"CLINTON, BILL",80380,241620,DEMOCRAT
1996,ARIZONA,AZ,4,86,61,"CLINTON, BILL",653288,1404405,DEMOCRAT
1996,ARIZONA,AZ,4,86,61,"DOLE, ROBERT",622073,1404405,REPUBLICAN
1996,ARKANSAS,AR,5,71,42,"CLINTON, BILL",475171,884262,DEMOCRAT
1996,ARKANSAS,AR,5,71,42,"DOLE, ROBERT",325416,884262,REPUBLICAN
1996,CALIFORNIA,CA,6,93,71,"CLINTON, BILL",5119835,10019469,DEMOCRAT
1996,CALIFORNIA,CA,6,93,71,"DOLE, ROBERT",3828381,10019469,REPUBLICAN
1996,COLORADO,CO,8,84,62,"DOLE, ROBERT",691848,1510702,REPUBLICAN
1996,COLORADO,CO,8,84,62,"CLINTON, BILL",671152,1510702,DEMOCRAT
1996,CONNECTICUT,CT,9,16,1,"CLINTON, BILL",735740,1392614,DEMOCRAT
1996,CONNECTICUT,CT,9,16,1,"DOLE, ROBERT",483109,1392614,REPUBLICAN
1996,DELAWARE,DE,10,51,11,"CLINTON, BILL",140355,270810,DEMOCRAT
1996,DELAWARE,DE,10,51,11,"DOLE, ROBERT",99062,270810,REPUBLICAN
1996,DISTRICT OF COLUMBIA,DC,11,53,55,"CLINTON, BILL",158220,185726,DEMOCRAT
1996,DISTRICT OF COLUMBIA,DC,11,53,55,"DOLE, ROBERT",17339,185726,REPUBLICAN
1996,FLORIDA,FL,12,59,43,"CLINTON, BILL",2546870,5303154,DEMOCRAT
1996,FLORIDA,FL,12,59,43,"DOLE, ROBERT",2244536,5303154,REPUBLICAN
1996,GEORGIA,GA,13,58,44,"DOLE, ROBERT",1080843,2298899,REPUBLICAN
1996,GEORGIA,GA,13,58,44,"CLINTON, BILL",1053849,2298899,DEMOCRAT
1996,HAWAII,HI,15,95,82,"CLINTON, BILL",205012,360120,DEMOCRAT
1996,HAWAII,HI,15,95,82,"DOLE, ROBERT",113943,360120,REPUBLICAN
1996,IDAHO,ID,16,82,63,"DOLE, ROBERT",256595,491711,REPUBLICAN
1996,IDAHO,ID,16,82,63,"CLINTON, BILL",165443,491711,DEMOCRAT
1996,ILLINOIS,IL,17,33,21,"CLINTON, BILL",2341744,4311391,DEMOCRAT
1996,ILLINOIS,IL,17,33,21,"DOLE, ROBERT",1587021,4311391,REPUBLICAN
1996,INDIANA,IN,18,32,22,"DOLE, ROBERT",1006693,2135431,REPUBLICAN
1996,INDIANA,IN,18,32,22,"CLINTON, BILL",887424,2135431,DEMOCRAT
1996,IOWA,IA,19,42,31,"CLINTON, BILL",620258,1234075,DEMOCRAT
1996,IOWA,IA,19,42,31,"DOLE, ROBERT",492644,1234075,REPUBLICAN
1996,KANSAS,KS,20,47,32,"DOLE, ROBERT",583245,1074300,REPUBLICAN
1996,KANSAS,KS,20,47,32,"CLINTON, BILL",387659,1074300,DEMOCRAT
1996,KENTUCKY,KY,21,61,51,"CLINTON, BILL",636614,1388708,DEMOCRAT
1996,KENTUCKY,KY,21,61,51,"DOLE, ROBERT",623283,1388708,REPUBLICAN
1996,LOUISIANA,LA,22,72,45,"CLINTON, BILL",927837,1783959,DEMOCRAT
1996,LOUISIANA,LA,22,72,45,"DOLE, ROBERT",712586,1783959,REPUBLICAN
1996,MAINE,ME,23,11,2,"CLINTON, BILL",312788,605897,DEMOCRAT
1996,MAINE,ME,23,11,2,"DOLE, ROBERT",186378,605897,REPUBLICAN
1996,MARYLAND,MD,24,52,52,"CLINTON, BILL",966207,1780870,DEMOCRAT
1996,MARYLAND,MD,24,52,52,"DOLE, ROBERT",681530,1780870,REPUBLICAN
1996,MASSACHUSETTS,MA,25,14,3,"CLINTON, BILL",1571509,2556459,DEMOCRAT
1996,MASSACHUSETTS,MA,25,14,3,"DOLE, ROBERT",718058,2556459,REPUBLICAN
1996,MICHIGAN,MI,26,34,23,"CLINTON, BILL",1989653,3848844,DEMOCRAT
1996,MICHIGAN,MI,26,34,23,"DOLE, ROBERT",1481212,3848844,REPUBLICAN
1996,MINNESOTA,MN,27,41,33,"CLINTON, BILL",1120380,2192492,DEMOCRAT
1996,MINNESOTA,MN,27,41,33,"DOLE, ROBERT",766395,2192492,REPUBLICAN
1996,MISSISSIPPI,MS,28,64,46,"DOLE, ROBERT",439838,893857,REPUBLICAN
1996,MISSISSIPPI,MS,28,64,46,"CLINTON, BILL",394022,893857,DEMOCRAT
1996,MISSOURI,MO,29,43,34,"CLINTON, BILL",1025935,2158065,DEMOCRAT
1996,MISSOURI,MO,29,43,34,"DOLE, ROBERT",890016,2158065,REPUBLICAN
1996,MONTANA,MT,30,81,64,"DOLE, ROBERT",179652,407083,REPUBLICAN
1996,MONTANA,MT,30,81,64,"CLINTON, BILL",167922,407083,DEMOCRAT
1996,NEBRASKA,NE,31,46,35,"DOLE, ROBERT",363467,677415,REPUBLICAN
1996,NEBRASKA,NE,31,46,35,"CLINTON, BILL",236761,677415,DEMOCRAT
1996,NEVADA,NV,32,88,65,"CLINTON, BILL",203974,464279,DEMOCRAT
1996,NEVADA,NV,32,88,65,"DOLE, ROBERT",199244,464279,REPUBLICAN
1996,NEW HAMPSHIRE,NH,33,12,4,"CLINTON, BILL",246166,496597,DEMOCRAT
1996,NEW HAMPSHIRE,NH,33,12,4,"DOLE, ROBERT",196486,496597,REPUBLICAN
1996,NEW JERSEY,NJ,34,22,12,"CLINTON, BILL",1652361,3075860,DEMOCRAT
1996,NEW JERSEY,NJ,34,22,12,"DOLE, ROBERT",1103099,3075860,REPUBLICAN
1996,NEW MEXICO,NM,35,85,66,"CLINTON, BILL",273495,556074,DEMOCRAT
1996,NEW MEXICO,NM,35,85,66,"DOLE, ROBERT",232751,556074,REPUBLICAN
1996,NEW YORK,NY,36,21,13,"CLINTON, BILL",3756177,6439129,DEMOCRAT
1996,NEW YORK,NY,36,21,13,"DOLE, ROBERT",1933492,6439129,REPUBLICAN
1996,NORTH CAROLINA,NC,37,56,47,"DOLE, ROBERT",1225938,2515807,REPUBLICAN
1996,NORTH CAROLINA,NC,37,56,47,"CLINTON, BILL",1107849,2515807,DEMOCRAT
1996,NORTH DAKOTA,ND,38,44,36,"DOLE, ROBERT",125050,266411,REPUBLICAN
1996,NORTH DAKOTA,ND,38,44,36,"CLINTON, BILL",106905,266411,DEMOCRAT
1996,OHIO,OH,39,31,24,"CLINTON, BILL",2148222,4534434,DEMOCRAT
1996,OHIO,OH,39,31,24,"DOLE, ROBERT",1859883,4534434,REPUBLICAN
1996,OKLAHOMA,OK,40,73,53,"DOLE, ROBERT",582315,1206713,REPUBLICAN
1996,OKLAHOMA,OK,40,73,53,"CLINTON, BILL",488105,1206713,DEMOCRAT
1996,OREGON,OR,41,92,72,"CLINTON, BILL",649641,1377760,DEMOCRAT
1996,OREGON,OR,41,92,72,"DOLE, ROBERT",538152,1377760,REPUBLICAN
1996,PENNSYLVANIA,PA,42,23,14,"CLINTON, BILL",2215819,4501307,DEMOCRAT
1996,PENNSYLVANIA,PA,42,23,14,"DOLE, ROBERT",1801169,4501307,REPUBLICAN
1996,RHODE ISLAND,RI,44,15,5,"CLINTON, BILL",233050,390247,DEMOCRAT
1996,RHODE ISLAND,RI,44,15,5,"DOLE, ROBERT",104683,390247,REPUBLICAN
1996,SOUTH CAROLINA,SC,45,57,48,"DOLE, ROBERT",573339,1150182,REPUBLICAN
1996,SOUTH CAROLINA,SC,45,57,48,"CLINTON, BILL",506152,1150182,DEMOCRAT
1996,SOUTH DAKOTA,SD,46,45,37,"DOLE, ROBERT",150543,323826,REPUBLICAN
1996,SOUTH DAKOTA,SD,46,45,37,"CLINTON, BILL",139333,323826,DEMOCRAT
1996,TENNESSEE,TN,47,62,54,"CLINTON, BILL",909146,1894105,DEMOCRAT
1996,TENNESSEE,TN,47,62,54,"DOLE, ROBERT",863530,1894105,REPUBLICAN
1996,TEXAS,TX,48,74,49,"DOLE, ROBERT",2736167,5611644,REPUBLICAN
1996,TEXAS,TX,48,74,49,"CLINTON, BILL",2459683,5611644,DEMOCRAT
1996,UTAH,UT,49,87,67,"DOLE, ROBERT",361911,665629,REPUBLICAN
1996,UTAH,UT,49,87,67,"CLINTON, BILL",221633,665629,DEMOCRAT
1996,VERMONT,VT,50,13,6,"CLINTON, BILL",137894,258449,DEMOCRAT
1996,VERMONT,VT,50,13,6,"DOLE, ROBERT",80352,258449,REPUBLICAN
1996,VIRGINIA,VA,51,54,40,"DOLE, ROBERT",1138350,2416642,REPUBLICAN
1996,VIRGINIA,VA,51,54,40,"CLINTON, BILL",1091060,2416642,DEMOCRAT
1996,WASHINGTON,WA,53,91,73,"CLINTON, BILL",1123323,2253837,DEMOCRAT
1996,WASHINGTON,WA,53,91,73,"DOLE, ROBERT",840712,2253837,REPUBLICAN
1996,WEST VIRGINIA,WV,54,55,56,"CLINTON, BILL",327812,636459,DEMOCRAT
1996,WEST VIRGINIA,WV,54,55,56,"DOLE, ROBERT",233946,636459,REPUBLICAN
1996,WISCONSIN,WI,55,35,25,"CLINTON, BILL",1071971,2196169,DEMOCRAT
1996,WISCONSIN,WI,55,35,25,"DOLE, ROBERT",845029,2196169,REPUBLICAN
1996,WYOMING,WY,56,83,68,"DOLE, ROBERT",105388,211571,REPUBLICAN
1996,WYOMING,WY,56,83,68,"CLINTON, BILL",77934,211571,DEMOCRAT
2000,ALABAMA,AL,1,63,41,"BUSH, GEORGE W.",941173,1666272,REPUBLICAN
2000,ALABAMA,AL,1,63,41,"GORE, AL",692611,1666272,DEMOCRAT
2000,ALASKA,AK,2,94,81,"BUSH, GEORGE W.",167398,285560,REPUBLICAN
2000,ALASKA,AK,2,94,81,"GORE, AL",79004,285560,DEMOCRAT
2000,ARIZONA,AZ,4,86,61,"BUSH, GEORGE W.",781652,1532016,REPUBLICAN
2000,ARIZONA,AZ,4,86,61,"GORE, AL",685341,1532016,DEMOCRAT
2000,ARKANSAS,AR,5,71,42,"BUSH, GEORGE W.",472940,921781,REPUBLICAN
2000,ARKANSAS,AR,5,71,42,"GORE, AL",422768,921781,DEMOCRAT
2000,CALIFORNIA,CA,6,93,71,"GORE, AL",5861203,10965822,DEMOCRAT
2000,CALIFORNIA,CA,6,93,71,"BUSH, GEORGE W.",4567429,10965822,REPUBLICAN
2000,COLORADO,CO,8,84,62,"BUSH, GEORGE W.",883748,1741368,REPUBLICAN
2000,COLORADO,CO,8,84,62,"GORE, AL",738227,1741368,DEMOCRAT
2000,CONNECTICUT,CT,9,16,1,"GORE, AL",816015,1459525,DEMOCRAT
2000,CONNECTICUT,CT,9,16,1,"BUSH, GEORGE W.",561094,1459525,REPUBLICAN
2000,DELAWARE,DE,10,51,11,"GORE, AL",180068,327529,DEMOCRAT
2000,DELAWARE,DE,10,51,11,"BUSH, GEORGE W.",137288,327529,REPUBLICAN
2000,DISTRICT OF COLUMBIA,DC,11,53,55,"GORE, AL",171923,201894,DEMOCRAT
2000,DISTRICT OF COLUMBIA,DC,11,53,55,"BUSH, GEORGE W.",18073,201894,REPUBLICAN
2000,FLORIDA,FL,12,59,43,"BUSH, GEORGE W.",2912790,5963110,REPUBLICAN
2000,FLORIDA,FL,12,59,43,"GORE, AL",2912253,5963110,DEMOCRAT
2000,GEORGIA,GA,13,58,44,"BUSH, GEORGE W.",1419720,2583208,REPUBLICAN
2000,GEORGIA,GA,13,58,44,"GORE, AL",1116230,2583208,DEMOCRAT
2000,HAWAII,HI,15,95,82,"GORE, AL",205286,367951,DEMOCRAT
2000,HAWAII,HI,15,95,82,"BUSH, GEORGE W.",137845,367951,REPUBLICAN
2000,IDAHO,ID,16,82,63,"BUSH, GEORGE W.",336937,501615,REPUBLICAN
2000,IDAHO,ID,16,82,63,"GORE, AL",138637,501615,DEMOCRAT
2000,ILLINOIS,IL,17,33,21,"GORE, AL",2589026,4742108,DEMOCRAT
2000,ILLINOIS,IL,17,33,21,"BUSH, GEORGE W.",2019421,4742108,REPUBLICAN
2000,INDIANA,IN,18,32,22,"BUSH, GEORGE W.",1245836,2199302,REPUBLICAN
2000,INDIANA,IN,18,32,22,"GORE, AL",901980,2199302,DEMOCRAT
2000,IOWA,IA,19,42,31,"GORE, AL",638517,1353022,DEMOCRAT
2000,IOWA,IA,19,42,31,"BUSH, GEORGE W.",634373,1353022,REPUBLICAN
2000,KANSAS,KS,20,47,32,"BUSH, GEORGE W.",622332,1072216,REPUBLICAN
2000,KANSAS,KS,20,47,32,"GORE, AL",399276,1072216,DEMOCRAT
2000,KENTUCKY,KY,21,61,51,"BUSH, GEORGE W.",872520,1544106,REPUBLICAN
2000,KENTUCKY,KY,21,61,51,"GORE, AL",638923,1544106,DEMOCRAT
2000,LOUISIANA,LA,22,72,45,"BUSH, GEORGE W.",927871,1765656,REPUBLICAN
2000,LOUISIANA,LA,22,72,45,"GORE, AL",792344,1765656,DEMOCRAT
2000,MAINE,ME,23,11,2,"GORE, AL",319951,651817,DEMOCRAT
2000,MAINE,ME,23,11,2,"BUSH, GEORGE W.",286616,651817,REPUBLICAN
2000,MARYLAND,MD,24,52,52,"GORE, AL",1144008,2025212,DEMOCRAT
2000,MARYLAND,MD,24,52,52,"BUSH, GEORGE W.",813827,2025212,REPUBLICAN
2000,MASSACHUSETTS,MA,25,14,3,"GORE, AL",1616487,2733964,DEMOCRAT
2000,MASSACHUSETTS,MA,25,14,3,"BUSH, GEORGE W.",878502,2733964,REPUBLICAN
2000,MICHIGAN,MI,26,34,23,"GORE, AL",2170418,4232501,DEMOCRAT
2000,MICHIGAN,MI,26,34,23,"BUSH, GEORGE W.",1953139,4232501,REPUBLICAN
2000,MINNESOTA,MN,27,41,33,"GORE, AL",1168266,2438685,DEMOCRAT
2000,MINNESOTA,MN,27,41,33,"BUSH, GEORGE W.",1109659,2438685,REPUBLICAN
2000,MISSISSIPPI,MS,28,64,46,"BUSH, GEORGE W.",572844,994184,REPUBLICAN
2000,MISSISSIPPI,MS,28,64,46,"GORE, AL",404614,994184,DEMOCRAT
2000,MISSOURI,MO,29,43,34,"BUSH, GEORGE W.",1189924,2359892,REPUBLICAN
2000,MISSOURI,MO,29,43,34,"GORE, AL",1111138,2359892,DEMOCRAT
2000,MONTANA,MT,30,81,64,"BUSH, GEORGE W.",240178,410986,REPUBLICAN
2000,MONTANA,MT,30,81,64,"GORE, AL",137126,410986,DEMOCRAT
2000,NEBRASKA,NE,31,46,35,"BUSH, GEORGE W.",433862,697019,REPUBLICAN
2000,NEBRASKA,NE,31,46,35,"GORE, AL",231780,697019,DEMOCRAT
2000,NEVADA,NV,32,88,65,"BUSH, GEORGE W.",301575,609426,REPUBLICAN
2000,NEVADA,NV,32,88,65,"GORE, AL",279978,609426,DEMOCRAT
2000,NEW HAMPSHIRE,NH,33,12,4,"BUSH, GEORGE W.",273559,569081,REPUBLICAN
2000,NEW HAMPSHIRE,NH,33,12,4,"GORE, AL",266348,569081,DEMOCRAT
2000,NEW JERSEY,NJ,34,22,12,"GORE, AL",1788850,3187226,DEMOCRAT
2000,NEW JERSEY,NJ,34,22,12,"BUSH, GEORGE W.",1284173,3187226,REPUBLICAN
2000,NEW MEXICO,NM,35,85,66,"GORE, AL",286783,598605,DEMOCRAT
2000,NEW MEXICO,NM,35,85,66,"BUSH, GEORGE W.",286417,598605,REPUBLICAN
2000,NEW YORK,NY,36,21,13,"GORE, AL",4107697,6960215,DEMOCRAT
2000,NEW YORK,NY,36,21,13,"BUSH, GEORGE W.",2403374,6960215,REPUBLICAN
2000,NORTH CAROLINA,NC,37,56,47,"BUSH, GEORGE W.",1631163,2914990,REPUBLICAN
2000,NORTH CAROLINA,NC,37,56,47,"GORE, AL",1257692,2914990,DEMOCRAT
2000,NORTH DAKOTA,ND,38,44,36,"BUSH, GEORGE W.",174852,288256,REPUBLICAN
2000,NORTH DAKOTA,ND,38,44,36,"GORE, AL",95284,288256,DEMOCRAT
2000,OHIO,OH,39,31,24,"BUSH, GEORGE W.",2350363,4701998,REPUBLICAN
2000,OHIO,OH,39,31,24,"GORE, AL",2183628,4701998,DEMOCRAT
2000,OKLAHOMA,OK,40,73,53,"BUSH, GEORGE W.",744337,1234229,REPUBLICAN
2000,OKLAHOMA,OK,40,73,53,"GORE, AL",474276,1234229,DEMOCRAT
2000,OREGON,OR,41,92,72,"GORE, AL",720342,1533950,DEMOCRAT
2000,OREGON,OR,41,92,72,"BUSH, GEORGE W.",713577,1533950,REPUBLICAN
2000,PENNSYLVANIA,PA,42,23,14,"GORE, AL",2485967,4912185,DEMOCRAT
2000,PENNSYLVANIA,PA,42,23,14,"BUSH, GEORGE W.",2281127,4912185,REPUBLICAN
2000,RHODE ISLAND,RI,44,15,5,"GORE, AL",249508,409112,DEMOCRAT
2000,RHODE ISLAND,RI,44,15,5,"BUSH, GEORGE W.",130555,409112,REPUBLICAN
2000,SOUTH CAROLINA,SC,45,57,48,"BUSH, GEORGE W.",786892,1383902,REPUBLICAN
2000,SOUTH CAROLINA,SC,45,57,48,"GORE, AL",566037,1383902,DEMOCRAT
2000,SOUTH DAKOTA,SD,46,45,37,"BUSH, GEORGE W.",190700,316269,REPUBLICAN
2000,SOUTH DAKOTA,SD,46,45,37,"GORE, AL",118804,316269,DEMOCRAT
2000,TENNESSEE,TN,47,62,54,"BUSH, GEORGE W.",1061949,2076181,REPUBLICAN
2000,TENNESSEE,TN,47,62,54,"GORE, AL",981720,2076181,DEMOCRAT
2000,TEXAS,TX,48,74,49,"BUSH, GEORGE W.",3799639,6407637,REPUBLICAN
2000,TEXAS,TX,48,74,49,"GORE, AL",2433746,6407637,DEMOCRAT
2000,UTAH,UT,49,87,67,"BUSH, GEORGE W.",515096,770754,REPUBLICAN
2000,UTAH,UT,49,87,67,"GORE, AL",203053,770754,DEMOCRAT
2000,VERMONT,VT,50,13,6,"GORE, AL",149022,294308,DEMOCRAT
2000,VERMONT,VT,50,13,6,"BUSH, GEORGE W.",119775,294308,REPUBLICAN
2000,VIRGINIA,VA,51,54,40,"BUSH, GEORGE W.",1437490,2739447,REPUBLICAN
2000,VIRGINIA,VA,51,54,40,"GORE, AL",1217290,2739447,DEMOCRAT
2000,WASHINGTON,WA,53,91,73,"GORE, AL",1247652,2487433,DEMOCRAT
2000,WASHINGTON,WA,53,91,73,"BUSH, GEORGE W.",1108864,2487433,REPUBLICAN
2000,WEST VIRGINIA,WV,54,55,56,"BUSH, GEORGE W.",336475,648124,REPUBLICAN
2000,WEST VIRGINIA,WV,54,55,56,"GORE, AL",295497,648124,DEMOCRAT
2000,WISCONSIN,WI,55,35,25,"GORE, AL",1242987,2598607,DEMOCRAT
2000,WISCONSIN,WI,55,35,25,"BUSH, GEORGE W.",1237279,2598607,REPUBLICAN
2000,WYOMING,WY,56,83,68,"BUSH, GEORGE W.",147947,213726,REPUBLICAN
2000,WYOMING,WY,56,83,68,"GORE, AL",60481,213726,DEMOCRAT
2004,ALABAMA,AL,1,63,41,"BUSH, GEORGE W.",1176394,1883415,REPUBLICAN
2004,ALABAMA,AL,1,63,41,"KERRY, JOHN",693933,1883415,DEMOCRAT
2004,ALASKA,AK,2,94,81,"BUSH, GEORGE W.",190889,312598,REPUBLICAN
2004,ALASKA,AK,2,94,81,"KERRY, JOHN",111025,312598,DEMOCRAT
2004,ARIZONA,AZ,4,86,61,"BUSH, GEORGE W.",1104294,2012585,REPUBLICAN
2004,ARIZONA,AZ,4,86,61,"KERRY, JOHN",893524,2012585,DEMOCRAT
2004,ARKANSAS,AR,5,71,42,"BUSH, GEORGE W.",572898,1054945,REPUBLICAN
2004,ARKANSAS,AR,5,71,42,"KERRY, JOHN",469953,1054945,DEMOCRAT
2004,CALIFORNIA,CA,6,93,71,"KERRY, JOHN",6745485,12421353,DEMOCRAT
2004,CALIFORNIA,CA,6,93,71,"BUSH, GEORGE W.",5509826,12421353,REPUBLICAN
2004,COLORADO,CO,8,84,62,"BUSH, GEORGE W.",1101255,2129630,REPUBLICAN
2004,COLORADO,CO,8,84,62,"KERRY, JOHN",1001732,2129630,DEMOCRAT
2004,CONNECTICUT,CT,9,16,1,"KERRY, JOHN",857488,1578769,DEMOCRAT
2004,CONNECTICUT,CT,9,16,1,"BUSH, GEORGE W.",693826,1578769,REPUBLICAN
2004,DELAWARE,DE,10,51,11,"KERRY, JOHN",200152,375190,DEMOCRAT
2004,DELAWARE,DE,10,51,11,"BUSH, GEORGE W.",171660,375190,REPUBLICAN
2004,DISTRICT OF COLUMBIA,DC,11,53,55,"KERRY, JOHN",202970,227586,DEMOCRAT
2004,DISTRICT OF COLUMBIA,DC,11,53,55,"BUSH, GEORGE W.",21256,227586,REPUBLICAN
2004,FLORIDA,FL,12,59,43,"BUSH, GEORGE W.",3964522,7609810,REPUBLICAN
2004,FLORIDA,FL,12,59,43,"KERRY, JOHN",3583544,7609810,DEMOCRAT
2004,GEORGIA,GA,13,58,44,"BUSH, GEORGE W.",1914254,3301875,REPUBLICAN
2004,GEORGIA,GA,13,58,44,"KERRY, JOHN",1366149,3301875,DEMOCRAT
2004,HAWAII,HI,15,95,82,"KERRY, JOHN",231708,429013,DEMOCRAT
2004,HAWAII,HI,15,95,82,"BUSH, GEORGE W.",194191,429013,REPUBLICAN
2004,IDAHO,ID,16,82,63,"BUSH, GEORGE W.",409235,598376,REPUBLICAN
2004,IDAHO,ID,16,82,63,"KERRY, JOHN",181098,598376,DEMOCRAT
