year,state,state_po,state_fips,state_cen,state_ic,candidate,candidatevotes,totalvotes,party
2012,NORTH DAKOTA,ND,38,44,36,"ROMNEY, MITT",188320,322932,REPUBLICAN
2012,NORTH DAKOTA,ND,38,44,36,"OBAMA, BARACK H.",124966,322932,DEMOCRAT
2012,OHIO,OH,39,31,24,"OBAMA, BARACK H.",2827621,5580822,DEMOCRAT
2012,OHIO,OH,39,31,24,"ROMNEY, MITT",2661407,5580822,REPUBLICAN
2012,OKLAHOMA,OK,40,73,53,"ROMNEY, MITT",891325,1334872,REPUBLICAN
2012,OKLAHOMA,OK,40,73,53,"OBAMA, BARACK H.",443547,1334872,DEMOCRAT
2012,OREGON,OR,41,92,72,"OBAMA, BARACK H.",970488,1789270,DEMOCRAT
2012,OREGON,OR,41,92,72,"ROMNEY, MITT",754175,1789270,REPUBLICAN
2012,PENNSYLVANIA,PA,42,23,14,"OBAMA, BARACK H.",2990274,5742040,DEMOCRAT
2012,PENNSYLVANIA,PA,42,23,14,"ROMNEY, MITT",2680434,5742040,REPUBLICAN
2012,RHODE ISLAND,RI,44,15,5,"OBAMA, BARACK H.",279677,446049,DEMOCRAT
2012,RHODE ISLAND,RI,44,15,5,"ROMNEY, MITT",157204,446049,REPUBLICAN
2012,SOUTH CAROLINA,SC,45,57,48,"ROMNEY, MITT",1071645,1964118,REPUBLICAN
2012,SOUTH CAROLINA,SC,45,57,48,"OBAMA, BARACK H.",865941,1964118,DEMOCRAT
2012,SOUTH DAKOTA,SD,46,45,37,"ROMNEY, MITT",210610,363815,REPUBLICAN
2012,SOUTH DAKOTA,SD,46,45,37,"OBAMA, BARACK H.",145039,363815,DEMOCRAT
2012,TENNESSEE,TN,47,62,54,"ROMNEY, MITT",1462330,2458577,REPUBLICAN
2012,TENNESSEE,TN,47,62,54,"OBAMA, BARACK H.",960709,2458577,DEMOCRAT
2012,TEXAS,TX,48,74,49,"ROMNEY, MITT",4569843,7993851,REPUBLICAN
2012,TEXAS,TX,48,74,49,"OBAMA, BARACK H.",3308124,7993851,DEMOCRAT
2012,UTAH,UT,49,87,67,"ROMNEY, MITT",740600,1017440,REPUBLICAN
2012,UTAH,UT,49,87,67,"OBAMA, BARACK H.",251813,1017440,DEMOCRAT
2012,VERMONT,VT,50,13,6,"OBAMA, BARACK H.",199239,299290,DEMOCRAT
2012,VERMONT,VT,50,13,6,"ROMNEY, MITT",92698,299290,REPUBLICAN
2012,VIRGINIA,VA,51,54,40,"OBAMA, BARACK H.",1971820,3854489,DEMOCRAT
2012,VIRGINIA,VA,51,54,40,"ROMNEY, MITT",1822522,3854489,REPUBLICAN
2012,WASHINGTON,WA,53,91,73,"OBAMA, BARACK H.",1755396,3125516,DEMOCRAT
2012,WASHINGTON,WA,53,91,73,"ROMNEY, MITT",1290670,3125516,REPUBLICAN
2012,WEST VIRGINIA,WV,54,55,56,"ROMNEY, MITT",417655,670438,REPUBLICAN
2012,WEST VIRGINIA,WV,54,55,56,"OBAMA, BARACK H.",238269,670438,DEMOCRAT
2012,WISCONSIN,WI,55,35,25,"OBAMA, BARACK H.",1620985,3071434,DEMOCRAT
2012,WISCONSIN,WI,55,35,25,"ROMNEY, MITT",1410966,3071434,REPUBLICAN
2012,WYOMING,WY,56,83,68,"ROMNEY, MITT",170962,250701,REPUBLICAN
2012,WYOMING,WY,56,83,68,"OBAMA, BARACK H.",69286,250701,DEMOCRAT
2016,ALABAMA,AL,1,63,41,"TRUMP, DONALD J.",1318255,2123372,REPUBLICAN
2016,ALABAMA,AL,1,63,41,"CLINTON, HILLARY",729547,2123372,DEMOCRAT
2016,ALASKA,AK,2,94,81,"TRUMP, DONALD J.",163387,318608,REPUBLICAN
2016,ALASKA,AK,2,94,81,"CLINTON, HILLARY",116454,318608,DEMOCRAT
2016,ARIZONA,AZ,4,86,61,"TRUMP, DONALD J.",1252401,2573165,REPUBLICAN
2016,ARIZONA,AZ,4,86,61,"CLINTON, HILLARY",1161167,2573165,DEMOCRAT
2016,ARKANSAS,AR,5,71,42,"TRUMP, DONALD J.",684872,1130635,REPUBLICAN
2016,ARKANSAS,AR,5,71,42,"CLINTON, HILLARY",380494,1130635,DEMOCRAT
2016,CALIFORNIA,CA,6,93,71,"CLINTON, HILLARY",8753788,14181595,DEMOCRAT
2016,CALIFORNIA,CA,6,93,71,"TRUMP, DONALD J.",4483810,14181595,REPUBLICAN
2016,COLORADO,CO,8,84,62,"CLINTON, HILLARY",1338870,2780220,DEMOCRAT
2016,COLORADO,CO,8,84,62,"TRUMP, DONALD J.",1202484,2780220,REPUBLICAN
2016,CONNECTICUT,CT,9,16,1,"CLINTON, HILLARY",897572,1644920,DEMOCRAT
2016,CONNECTICUT,CT,9,16,1,"TRUMP, DONALD J.",673215,1644920,REPUBLICAN
2016,DELAWARE,DE,10,51,11,"CLINTON, HILLARY",235603,441590,DEMOCRAT
2016,DELAWARE,DE,10,51,11,"TRUMP, DONALD J.",185127,441590,REPUBLICAN
2016,DISTRICT OF COLUMBIA,DC,11,53,55,"CLINTON, HILLARY",282830,312575,DEMOCRAT
2016,DISTRICT OF COLUMBIA,DC,11,53,55,"TRUMP, DONALD J.",12723,312575,REPUBLICAN
2016,FLORIDA,FL,12,59,43,"TRUMP, DONALD J.",4617886,9420039,REPUBLICAN
2016,FLORIDA,FL,12,59,43,"CLINTON, HILLARY",4504975,9420039,DEMOCRAT
2016,GEORGIA,GA,13,58,44,"TRUMP, DONALD J.",2089104,4114732,REPUBLICAN
2016,GEORGIA,GA,13,58,44,"CLINTON, HILLARY",1877963,4114732,DEMOCRAT
2016,HAWAII,HI,15,95,82,"CLINTON, HILLARY",266891,437664,DEMOCRAT
2016,HAWAII,HI,15,95,82,"TRUMP, DONALD J.",128847,437664,REPUBLICAN
2016,IDAHO,ID,16,82,63,"TRUMP, DONALD J.",409055,690255,REPUBLICAN
2016,IDAHO,ID,16,82,63,"CLINTON, HILLARY",189765,690255,DEMOCRAT
2016,ILLINOIS,IL,17,33,21,"CLINTON, HILLARY",3090729,5536424,DEMOCRAT
2016,ILLINOIS,IL,17,33,21,"TRUMP, DONALD J.",2146015,5536424,REPUBLICAN
2016,INDIANA,IN,18,32,22,"TRUMP, DONALD J.",1557286,2734958,REPUBLICAN
2016,INDIANA,IN,18,32,22,"CLINTON, HILLARY",1033126,2734958,DEMOCRAT
2016,IOWA,IA,19,42,31,"TRUMP, DONALD J.",800983,1565580,REPUBLICAN
2016,IOWA,IA,19,42,31,"CLINTON, HILLARY",653669,1565580,DEMOCRAT
2016,KANSAS,KS,20,47,32,"TRUMP, DONALD J.",671018,1184402,REPUBLICAN
2016,KANSAS,KS,20,47,32,"CLINTON, HILLARY",427005,1184402,DEMOCRAT
2016,KENTUCKY,KY,21,61,51,"TRUMP, DONALD J.",1202971,1924149,REPUBLICAN
2016,KENTUCKY,KY,21,61,51,"CLINTON, HILLARY",628854,1924149,DEMOCRAT
2016,LOUISIANA,LA,22,72,45,"TRUMP, DONALD J.",1178638,2029032,REPUBLICAN
2016,LOUISIANA,LA,22,72,45,"CLINTON, HILLARY",780154,2029032,DEMOCRAT
2016,MAINE,ME,23,11,2,"CLINTON, HILLARY",357735,771892,DEMOCRAT
2016,MAINE,ME,23,11,2,"TRUMP, DONALD J.",335593,771892,REPUBLICAN
2016,MARYLAND,MD,24,52,52,"CLINTON, HILLARY",1678006,2781446,DEMOCRAT
2016,MARYLAND,MD,24,52,52,"TRUMP, DONALD J.",943428,2781446,REPUBLICAN
2016,MASSACHUSETTS,MA,25,14,3,"CLINTON, HILLARY",1995196,3378821,DEMOCRAT
2016,MASSACHUSETTS,MA,25,14,3,"TRUMP, DONALD J.",1090893,3378821,REPUBLICAN
2016,MICHIGAN,MI,26,34,23,"TRUMP, DONALD J.",2279543,4799284,REPUBLICAN
2016,MICHIGAN,MI,26,34,23,"CLINTON, HILLARY",2268839,4799284,DEMOCRAT
2016,MINNESOTA,MN,27,41,33,"CLINTON, HILLARY",1367705,2944782,DEMOCRAT
2016,MINNESOTA,MN,27,41,33,"TRUMP, DONALD J.",1322949,2944782,REPUBLICAN
2016,MISSISSIPPI,MS,28,64,46,"TRUMP, DONALD J.",700714,1209357,REPUBLICAN
2016,MISSISSIPPI,MS,28,64,46,"CLINTON, HILLARY",485131,1209357,DEMOCRAT
2016,MISSOURI,MO,29,43,34,"TRUMP, DONALD J.",1594511,2808605,REPUBLICAN
2016,MISSOURI,MO,29,43,34,"CLINTON, HILLARY",1071068,2808605,DEMOCRAT
2016,MONTANA,MT,30,81,64,"TRUMP, DONALD J.",279240,494526,REPUBLICAN
2016,MONTANA,MT,30,81,64,"CLINTON, HILLARY",177709,494526,DEMOCRAT
2016,NEBRASKA,NE,31,46,35,"TRUMP, DONALD J.",495961,844227,REPUBLICAN
2016,NEBRASKA,NE,31,46,35,"CLINTON, HILLARY",284494,844227,DEMOCRAT
2016,NEVADA,NV,32,88,65,"CLINTON, HILLARY",539260,1125385,DEMOCRAT
2016,NEVADA,NV,32,88,65,"TRUMP, DONALD J.",512058,1125385,REPUBLICAN
2016,NEW HAMPSHIRE,NH,33,12,4,"CLINTON, HILLARY",348526,744296,DEMOCRAT
2016,NEW HAMPSHIRE,NH,33,12,4,"TRUMP, DONALD J.",345790,744296,REPUBLICAN
2016,NEW JERSEY,NJ,34,22,12,"CLINTON, HILLARY",2148278,3874046,DEMOCRAT
2016,NEW JERSEY,NJ,34,22,12,"TRUMP, DONALD J.",1601933,3874046,REPUBLICAN
2016,NEW MEXICO,NM,35,85,66,"CLINTON, HILLARY",385234,798319,DEMOCRAT
2016,NEW MEXICO,NM,35,85,66,"TRUMP, DONALD J.",319667,798319,REPUBLICAN
2016,NEW YORK,NY,36,21,13,"CLINTON, HILLARY",4556124,7802084,DEMOCRAT
2016,NEW YORK,NY,36,21,13,"TRUMP, DONALD J.",2819534,7802084,REPUBLICAN
2016,NORTH CAROLINA,NC,37,56,47,"TRUMP, DONALD J.",2362631,4741564,REPUBLICAN
2016,NORTH CAROLINA,NC,37,56,47,"CLINTON, HILLARY",2189316,4741564,DEMOCRAT
2016,NORTH DAKOTA,ND,38,44,36,"TRUMP, DONALD J.",216794,344360,REPUBLICAN
2016,NORTH DAKOTA,ND,38,44,36,"CLINTON, HILLARY",93758,344360,DEMOCRAT
2016,OHIO,OH,39,31,24,"TRUMP, DONALD J.",2841005,5496487,REPUBLICAN
2016,OHIO,OH,39,31,24,"CLINTON, HILLARY",2394164,5496487,DEMOCRAT
2016,OKLAHOMA,OK,40,73,53,"TRUMP, DONALD J.",949136,1452992,REPUBLICAN
2016,OKLAHOMA,OK,40,73,53,"CLINTON, HILLARY",420375,1452992,DEMOCRAT
2016,OREGON,OR,41,92,72,"CLINTON, HILLARY",1002106,2001336,DEMOCRAT
2016,OREGON,OR,41,92,72,"TRUMP, DONALD J.",782403,2001336,REPUBLICAN
2016,PENNSYLVANIA,PA,42,23,14,"TRUMP, DONALD J.",2970733,6115402,REPUBLICAN
2016,PENNSYLVANIA,PA,42,23,14,"CLINTON, HILLARY",2926441,6115402,DEMOCRAT
2016,RHODE ISLAND,RI,44,15,5,"CLINTON, HILLARY",252525,464144,DEMOCRAT
2016,RHODE ISLAND,RI,44,15,5,"TRUMP, DONALD J.",180543,464144,REPUBLICAN
2016,SOUTH CAROLINA,SC,45,57,48,"TRUMP, DONALD J.",1155389,2103027,REPUBLICAN
2016,SOUTH CAROLINA,SC,45,57,48,"CLINTON, HILLARY",855373,2103027,DEMOCRAT
2016,SOUTH DAKOTA,SD,46,45,37,"TRUMP, DONALD J.",227721,370093,REPUBLICAN
2016,SOUTH DAKOTA,SD,46,45,37,"CLINTON, HILLARY",117458,370093,DEMOCRAT
2016,TENNESSEE,TN,47,62,54,"TRUMP, DONALD J.",1522925,2508027,REPUBLICAN
2016,TENNESSEE,TN,47,62,54,"CLINTON, HILLARY",870695,2508027,DEMOCRAT
2016,TEXAS,TX,48,74,49,"TRUMP, DONALD J.",4685047,8969226,REPUBLICAN
2016,TEXAS,TX,48,74,49,"CLINTON, HILLARY",3877868,8969226,DEMOCRAT
2016,UTAH,UT,49,87,67,"TRUMP, DONALD J.",515211,1131317,REPUBLICAN
2016,UTAH,UT,49,87,67,"CLINTON, HILLARY",310674,1131317,DEMOCRAT
2016,VERMONT,VT,50,13,6,"CLINTON, HILLARY",178573,320467,DEMOCRAT
2016,VERMONT,VT,50,13,6,"TRUMP, DONALD J.",95369,320467,REPUBLICAN
2016,VIRGINIA,VA,51,54,40,"CLINTON, HILLARY",1981473,3982752,DEMOCRAT
2016,VIRGINIA,VA,51,54,40,"TRUMP, DONALD J.",1769443,3982752,REPUBLICAN
2016,WASHINGTON,WA,53,91,73,"CLINTON, HILLARY",1742718,3317019,DEMOCRAT
2016,WASHINGTON,WA,53,91,73,"TRUMP, DONALD J.",1221747,3317019,REPUBLICAN
2016,WEST VIRGINIA,WV,54,55,56,"TRUMP, DONALD J.",489371,713051,REPUBLICAN
2016,WEST VIRGINIA,WV,54,55,56,"CLINTON, HILLARY",188794,713051,DEMOCRAT
2016,WISCONSIN,WI,55,35,25,"TRUMP, DONALD J.",1405284,2976150,REPUBLICAN
2016,WISCONSIN,WI,55,35,25,"CLINTON, HILLARY",1382536,2976150,DEMOCRAT
2016,WYOMING,WY,56,83,68,"TRUMP, DONALD J.",174419,258788,REPUBLICAN
2016,WYOMING,WY,56,83,68,"CLINTON, HILLARY",55973,258788,DEMOCRAT
2020,ALABAMA,AL,1,63,41,"BIDEN, JOSEPH R. JR",849624,2323282,DEMOCRAT
2020,ALABAMA,AL,1,63,41,"TRUMP, DONALD J.",1441170,2323282,REPUBLICAN
2020,ALASKA,AK,2,94,81,"BIDEN, JOSEPH R. JR",153778,359530,DEMOCRAT
2020,ALASKA,AK,2,94,81,"TRUMP, DONALD J.",189951,359530,REPUBLICAN
2020,ARIZONA,AZ,4,86,61,"BIDEN, JOSEPH R. JR",1672143,3387326,DEMOCRAT
2020,ARIZONA,AZ,4,86,61,"TRUMP, DONALD J.",1661686,3387326,REPUBLICAN
2020,ARKANSAS,AR,5,71,42,"BIDEN, JOSEPH R. JR",423932,1219069,DEMOCRAT
2020,ARKANSAS,AR,5,71,42,"TRUMP, DONALD J.",760647,1219069,REPUBLICAN
2020,CALIFORNIA,CA,6,93,71,"BIDEN, JOSEPH R. JR",11110250,17500881,DEMOCRAT
2020,CALIFORNIA,CA,6,93,71,"TRUMP, DONALD J.",6006429,17500881,REPUBLICAN
2020,COLORADO,CO,8,84,62,"BIDEN, JOSEPH R. JR",1804352,3279980,DEMOCRAT
2020,COLORADO,CO,8,84,62,"TRUMP, DONALD J.",1364607,3279980,REPUBLICAN
2020,CONNECTICUT,CT,9,16,1,"BIDEN, JOSEPH R. JR",1080831,1823857,DEMOCRAT
2020,CONNECTICUT,CT,9,16,1,"TRUMP, DONALD J.",714717,1823857,REPUBLICAN
2020,DELAWARE,DE,10,51,11,"BIDEN, JOSEPH R. JR",296268,504346,DEMOCRAT
2020,DELAWARE,DE,10,51,11,"TRUMP, DONALD J.",200603,504346,REPUBLICAN
2020,DISTRICT OF COLUMBIA,DC,11,53,55,"BIDEN, JOSEPH R. JR",317323,344356,DEMOCRAT
2020,DISTRICT OF COLUMBIA,DC,11,53,55,"TRUMP, DONALD J.",18586,344356,REPUBLICAN
2020,FLORIDA,FL,12,59,43,"BIDEN, JOSEPH R. JR",5297045,11067456,DEMOCRAT
2020,FLORIDA,FL,12,59,43,"TRUMP, DONALD J.",5668731,11067456,REPUBLICAN
2020,GEORGIA,GA,13,58,44,"BIDEN, JOSEPH R. JR",2473633,4999960,DEMOCRAT
2020,GEORGIA,GA,13,58,44,"TRUMP, DONALD J.",2461854,4999960,REPUBLICAN
2020,HAWAII,HI,15,95,82,"BIDEN, JOSEPH R. JR",366130,579784,DEMOCRAT
2020,HAWAII,HI,15,95,82,"TRUMP, DONALD J.",196864,579784,REPUBLICAN
2020,IDAHO,ID,16,82,63,"BIDEN, JOSEPH R. JR",287021,868014,DEMOCRAT
2020,IDAHO,ID,16,82,63,"TRUMP, DONALD J.",554119,868014,REPUBLICAN
2020,ILLINOIS,IL,17,33,21,"BIDEN, JOSEPH R. JR",3471915,6033743,DEMOCRAT
2020,ILLINOIS,IL,17,33,21,"TRUMP, DONALD J.",2446891,6033743,REPUBLICAN
2020,INDIANA,IN,18,32,22,"BIDEN, JOSEPH R. JR",1242416,3033118,DEMOCRAT
2020,INDIANA,IN,18,32,22,"TRUMP, DONALD J.",1729519,3033118,REPUBLICAN
2020,IOWA,IA,19,42,31,"TRUMP, DONALD J.",897672,1700130,REPUBLICAN
2020,IOWA,IA,19,42,31,"BIDEN, JOSEPH R. JR",759061,1700130,DEMOCRAT
2020,KANSAS,KS,20,47,32,"TRUMP, DONALD J.",771406,1372303,REPUBLICAN
2020,KANSAS,KS,20,47,32,"BIDEN, JOSEPH R. JR",570323,1372303,DEMOCRAT
2020,KENTUCKY,KY,21,61,51,"TRUMP, DONALD J.",1326646,2136768,REPUBLICAN
2020,KENTUCKY,KY,21,61,51,"BIDEN, JOSEPH R. JR",772474,2136768,DEMOCRAT
2020,LOUISIANA,LA,22,72,45,"BIDEN, JOSEPH R. JR",856034,2148062,DEMOCRAT
2020,LOUISIANA,LA,22,72,45,"TRUMP, DONALD J.",1255776,2148062,REPUBLICAN
2020,MAINE,ME,23,11,2,"BIDEN, JOSEPH R. JR",435072,828305,DEMOCRAT
2020,MAINE,ME,23,11,2,"TRUMP, DONALD J.",360737,828305,REPUBLICAN
2020,MARYLAND,MD,24,52,52,"TRUMP, DONALD J.",976414,3037030,REPUBLICAN
2020,MARYLAND,MD,24,52,52,"BIDEN, JOSEPH R. JR",1985023,3037030,DEMOCRAT
2020,MASSACHUSETTS,MA,25,14,3,"BIDEN, JOSEPH R. JR",2382202,3658005,DEMOCRAT
2020,MASSACHUSETTS,MA,25,14,3,"TRUMP, DONALD J.",1167202,3658005,REPUBLICAN
2020,MICHIGAN,MI,26,34,23,"BIDEN, JOSEPH R. JR",2804040,5539302,DEMOCRAT
2020,MICHIGAN,MI,26,34,23,"TRUMP, DONALD J.",2649852,5539302,REPUBLICAN
2020,MINNESOTA,MN,27,41,33,"TRUMP, DONALD J.",1484065,3277171,REPUBLICAN
2020,MINNESOTA,MN,27,41,33,"BIDEN, JOSEPH R. JR",1717077,3277171,DEMOCRAT
2020,MISSISSIPPI,MS,28,64,46,"BIDEN, JOSEPH R. JR",539398,1313759,DEMOCRAT
2020,MISSISSIPPI,MS,28,64,46,"TRUMP, DONALD J.",756764,1313759,REPUBLICAN
2020,MISSOURI,MO,29,43,34,"TRUMP, DONALD J.",1718736,3025962,REPUBLICAN
2020,MISSOURI,MO,29,43,34,"BIDEN, JOSEPH R. JR",1253014,3025962,DEMOCRAT
2020,MONTANA,MT,30,81,64,"TRUMP, DONALD J.",343602,603674,REPUBLICAN
2020,MONTANA,MT,30,81,64,"BIDEN, JOSEPH R. JR",244786,603674,DEMOCRAT
2020,NEBRASKA,NE,31,46,35,"TRUMP, DONALD J.",556846,956383,REPUBLICAN
2020,NEBRASKA,NE,31,46,35,"BIDEN, JOSEPH R. JR",374583,956383,DEMOCRAT
2020,NEVADA,NV,32,88,65,"TRUMP, DONALD J.",669890,1405376,REPUBLICAN
2020,NEVADA,NV,32,88,65,"BIDEN, JOSEPH R. JR",703486,1405376,DEMOCRAT
2020,NEW HAMPSHIRE,NH,33,12,4,"TRUMP, DONALD J.",365654,806182,REPUBLICAN
2020,NEW HAMPSHIRE,NH,33,12,4,"BIDEN, JOSEPH R. JR",424921,806182,DEMOCRAT
2020,NEW JERSEY,NJ,34,22,12,"TRUMP, DONALD J.",1883274,4549353,REPUBLICAN
2020,NEW JERSEY,NJ,34,22,12,"BIDEN, JOSEPH R. JR",2608335,4549353,DEMOCRAT
2020,NEW MEXICO,NM,35,85,66,"BIDEN, JOSEPH R. JR",501614,923965,DEMOCRAT
2020,NEW MEXICO,NM,35,85,66,"TRUMP, DONALD J.",401894,923965,REPUBLICAN
2020,NEW YORK,NY,36,21,13,"BIDEN, JOSEPH R. JR",5230985,8661735,DEMOCRAT
2020,NEW YORK,NY,36,21,13,"TRUMP, DONALD J.",3244798,8661735,REPUBLICAN
2020,NORTH CAROLINA,NC,37,56,47,"TRUMP, DONALD J.",2758773,5524802,REPUBLICAN
2020,NORTH CAROLINA,NC,37,56,47,"BIDEN, JOSEPH R. JR",2684292,5524802,DEMOCRAT
2020,NORTH DAKOTA,ND,38,44,36,"TRUMP, DONALD J.",235595,361819,REPUBLICAN
2020,NORTH DAKOTA,ND,38,44,36,"BIDEN, JOSEPH R. JR",114902,361819,DEMOCRAT
2020,OHIO,OH,39,31,24,"TRUMP, DONALD J.",3154834,5922202,REPUBLICAN
2020,OHIO,OH,39,31,24,"BIDEN, JOSEPH R. JR",2679165,5922202,DEMOCRAT
2020,OKLAHOMA,OK,40,73,53,"TRUMP, DONALD J.",1020280,1560699,REPUBLICAN
2020,OKLAHOMA,OK,40,73,53,"BIDEN, JOSEPH R. JR",503890,1560699,DEMOCRAT
2020,OREGON,OR,41,92,72,"TRUMP, DONALD J.",958448,2374321,REPUBLICAN
2020,OREGON,OR,41,92,72,"BIDEN, JOSEPH R. JR",1340383,2374321,DEMOCRAT
2020,PENNSYLVANIA,PA,42,23,14,"TRUMP, DONALD J.",3377674,6915283,REPUBLICAN
2020,PENNSYLVANIA,PA,42,23,14,"BIDEN, JOSEPH R. JR",3458229,6915283,DEMOCRAT
2020,RHODE ISLAND,RI,44,15,5,"BIDEN, JOSEPH R. JR",307486,516990,DEMOCRAT
2020,RHODE ISLAND,RI,44,15,5,"TRUMP, DONALD J.",199922,516990,REPUBLICAN
2020,SOUTH CAROLINA,SC,45,57,48,"TRUMP, DONALD J.",1385103,2514096,REPUBLICAN
2020,SOUTH CAROLINA,SC,45,57,48,"BIDEN, JOSEPH R. JR",1091541,2514096,DEMOCRAT
2020,SOUTH DAKOTA,SD,46,45,37,"TRUMP, DONALD J.",261043,422609,REPUBLICAN
2020,SOUTH DAKOTA,SD,46,45,37,"BIDEN, JOSEPH R. JR",150471,422609,DEMOCRAT
2020,TENNESSEE,TN,47,62,54,"TRUMP, DONALD J.",1852475,3053851,REPUBLICAN
2020,TENNESSEE,TN,47,62,54,"BIDEN, JOSEPH R. JR",1143711,3053851,DEMOCRAT
2020,TEXAS,TX,48,74,49,"TRUMP, DONALD J.",5890347,11315056,REPUBLICAN
2020,TEXAS,TX,48,74,49,"BIDEN, JOSEPH R. JR",5259126,11315056,DEMOCRAT
2020,UTAH,UT,49,87,67,"BIDEN, JOSEPH R. JR",560282,1488289,DEMOCRAT
2020,UTAH,UT,49,87,67,"TRUMP, DONALD J.",865140,1488289,REPUBLICAN
2020,VERMONT,VT,50,13,6,"BIDEN, JOSEPH R. JR",242820,370968,DEMOCRAT
2020,VERMONT,VT,50,13,6,"TRUMP, DONALD J.",112704,370968,REPUBLICAN
2020,VIRGINIA,VA,51,54,40,"BIDEN, JOSEPH R. JR",2413568,4460524,DEMOCRAT
2020,VIRGINIA,VA,51,54,40,"TRUMP, DONALD J.",1962430,4460524,REPUBLICAN
2020,WASHINGTON,WA,53,91,73,"BIDEN, JOSEPH R. JR",2369612,4087631,DEMOCRAT
2020,WASHINGTON,WA,53,91,73,"TRUMP, DONALD J.",1584651,4087631,REPUBLICAN
2020,WEST VIRGINIA,WV,54,55,56,"BIDEN, JOSEPH R. JR",235984,794652,DEMOCRAT
2020,WEST VIRGINIA,WV,54,55,56,"TRUMP, DONALD J.",545382,794652,REPUBLICAN
2020,WISCONSIN,WI,55,35,25,"BIDEN, JOSEPH R. JR",1630866,3298041,DEMOCRAT
2020,WISCONSIN,WI,55,35,25,"TRUMP, DONALD J.",1610184,3298041,REPUBLICAN
2020,WYOMING,WY,56,83,68,"BIDEN, JOSEPH R. JR",73491,278503,DEMOCRAT
2020,WYOMING,WY,56,83,68,"TRUMP, DONALD J.",193559,278503,REPUBLICAN
